lat,lon,kg_class,ttc,landcover_crop_frac,koppen_geiger,ocs,clay
-19.90209169499442,48.65728262150029,1,10.617433817087418,0.6299901780805464,1,67,388.1666564941406
-3.4991324013568894,105.25119881230046,1,13.992013830158474,0.7916253939762286,1,56,378.1666564941406
5.107226932463183,100.4542227538329,1,62.24967047784472,0.7982069544611032,1,57,486.8333435058594
7.71181015328619,100.02298309095413,1,23.38641651326035,0.6250589575945819,1,49,286.8333435058594
-5.170104716417823,105.05368293113807,1,11.002537466534175,0.9411730124075534,1,59,435.0
9.975972222385973,124.3851256279188,1,21.01524032681854,0.7572167210719591,1,46,388.0
19.407974248161032,-69.97407763491306,1,14.900157993450405,0.8171026988490299,1,68,453.0
-3.553118737810959,114.62921896072253,1,16.86657733394206,0.942996994999703,1,58,389.1666564941406
-4.8646161623473,105.28676460230274,1,13.63519799081589,0.6835535422853433,1,48,422.8333435058594
-7.271679042906868,111.66516530847596,2,20.71391095200773,0.6219070271968428,2,54,335.8333435058594
18.02470759216948,96.77122823873927,2,32.11648270809563,0.9495036136703529,2,49,294.5
19.910983142495,72.98385936846269,2,25.13384320336007,0.8314911402445819,2,50,402.3333435058594
20.00116846130094,73.03784124581571,2,27.380301000693915,1.0,2,52,362.8333435058594
12.185519221783156,102.71775163058308,2,14.732605633884155,0.9514645335688195,2,51,352.3333435058594
14.575432399691168,74.77994514088121,2,12.675919496555034,0.8321569765014993,2,57,279.1666564941406
12.437021439399608,102.3404983041584,2,28.306034419821334,0.627014981640001,2,54,413.0
16.569671704722715,95.42352737274999,2,26.06083646903169,0.9774036404494421,2,56,328.1666564941406
-16.776083492486723,-63.66807935254465,2,45.31097361233582,1.0,2,47,315.0
18.455947255048233,96.64547267082997,2,55.2139996386739,1.0,2,45,347.0
0.4175858954530996,34.78713731723055,2,29.444977963430905,0.7651717036274309,2,57,422.8333435058594
22.426647429211236,91.97424772117063,2,13.315579469724351,0.9172109535729066,2,39,332.0
16.066667269489805,74.07942036538486,2,14.105853930681276,1.0,2,57,338.8333435058594
-22.79500930813535,-54.648896443196556,2,11.892454061993032,0.6726408184780205,2,29,302.5
17.683020055747082,96.7890111337404,2,10.418417874316589,0.9167451483203064,2,60,300.3333435058594
16.47948638591677,107.55093113050359,2,16.028714629572967,0.8916592138073139,2,53,297.3333435058594
-22.03986500383534,-54.469163457035314,2,24.075575416543625,0.689456210271559,2,41,396.3333435058594
15.958699055682725,95.47750925010303,2,50.4969213601624,0.7869163341308709,2,59,323.5
-22.722606884330546,-54.99058843872002,2,17.424250495283456,0.9827836492300033,2,35,462.0
16.91072604879552,97.90299267711436,2,17.772368561820386,0.995807420527815,2,55,303.5
7.748009135638063,81.10435951060036,2,24.786986091654548,0.9579399532588769,2,57,323.6666564941406
13.353482642510127,104.46048871799819,3,28.78045096207097,1.0,3,45,412.0
17.68302005574708,77.27783099169739,3,10.963741200249629,0.6014842356850377,3,30,358.3333435058594
19.31842658080573,-102.51133984281908,3,28.103598584610676,0.9081990246570744,3,40,331.3333435058594
9.508533577155347,13.084197529892531,3,31.320470133308188,0.913918246155744,3,29,339.3333435058594
8.52030314258962,9.14906314573181,3,14.401318745028723,1.0,3,25,191.8333282470703
17.539486051937715,80.00816086222754,3,16.44586686564551,0.7249011327579424,3,37,300.0
10.838451548143476,79.19966787292411,3,41.34521464267106,0.6388146202707017,3,44,426.1666564941406
13.784722305388879,103.65199572869474,3,15.18025448575617,1.0,3,46,370.0
23.21672433116393,74.36712602445425,3,13.450773104946666,0.9729270964257437,3,25,277.6666564941406
21.150715794677183,80.74488907917682,3,23.26312920619739,1.0,3,35,407.8333435058594
21.653720229910082,80.259663079844,3,10.244361658465055,1.0,3,37,463.0
15.778961610420422,105.01747948968514,3,33.72024362556286,0.81092847309768,3,50,163.5
21.527969121101858,83.36788838735055,3,49.13161941156036,1.0,3,47,395.8333435058594
10.927999215498776,0.09431444638143378,3,12.922709900345698,1.0,3,27,198.8333282470703
21.653720229910082,78.98436463765952,3,68.915806522754,0.8305646195146799,3,36,446.1666564941406
12.059763653873874,-3.8401867454296967,3,21.62141013785426,1.0,3,29,289.6666564941406
20.7556751141503,80.61913797036858,3,14.989000074154628,1.0,3,38,455.6666564941406
12.311270330591382,103.84951606895818,3,14.612810246645324,1.0,3,55,340.1666564941406
16.96471238524959,103.4544753884313,3,14.469247470898587,0.933383270316099,3,42,301.1666564941406
23.019203990900497,95.20822413748543,3,64.89412358701756,0.8972718163779058,3,48,322.6666564941406
14.55701185323938,103.54402751488766,3,10.55858992014151,1.0,3,36,298.5
-8.74513101770436,-36.19771596717446,3,20.00126544862696,0.9426930307602405,3,36,281.5
17.66523716074594,102.37669728651026,3,28.352885721235044,0.9848835418432198,3,41,265.1666564941406
21.68992367136301,94.54326515199135,3,36.708017418751254,0.8989014513260435,3,46,293.5
20.7556751141503,82.64958071685307,3,33.73570552090386,0.9655672984600063,3,34,366.3333435058594
7.42474214566745,8.808008801659003,3,11.436809038339245,1.0,3,33,165.5
8.79022590665786,7.9455294759015,3,15.00709290964734,1.0,3,22,202.6666717529297
9.328796131893055,34.535635099614105,3,25.58525645355417,0.7260211920339087,3,67,318.8333435058594
9.814022131225874,37.39235373040315,3,17.120378230810072,0.7752787824807145,3,71,371.1666564941406
